EJC, GRUPOEJECUTIVA,Grupo De Aviación Ejecutiva,Mexico
TAT, TACA-COSTARICA,Grupo TACA,Costa Rica
VMM, VUELOS MED,Grupo Vuelos Mediterraneo,Spain
GMT, GRUPOMONTERREY,Grupo Aéreo Monterrey,Mexico
GSY, GUARD AIR,Guard Systems,Norway
BSR, BISSAU AIRLINES,Guine Bissaur Airlines,Guinea-Bissau
GIJ, GUINEA AIRWAYS,Guinea Airways,Guinea
GNC, GUINEA CARGO,Guinea Cargo,Equatorial Guinea
GIF, GUINEE AIRLINES,Guinee Airlines,Guinea
GEA, GEASA,Guinea Ecuatorial Airlines,Equatorial Guinea
GIQ, GUIPAR,Guinee Paramount Airlines,Guinea
CGH, GUIZHOU,Guizhou Airlines,Z
GUS, GUJA,Guja,Mexico
GUJ, GUJARATAIR,Gujarat Airways,India
TSU, TRANSAUTO,Gulf & Caribbean Cargo / Contract Air Cargo,K
GUF, GULF AFRICAN,Gulf African Airlines,The Gambia
GFA, GULF AIR,Gulf Air,Bahrain
GAT, GULF TRANS,Gulf Air Inc,K
GCN, GULF CENTRAL,Gulf Central Airlines,K
SFY, SKY FLITE,Gulf Flite Center,K
GPC, AIR GULFPEARL,Gulf Pearl Air Lines,Libya
GLF, GULFSTREAM TEST,Gulfstream Aerospace,K
GFS, GULFSTAR,Gulfstream Airlines,K
GFT, GULF FLIGHT,Gulfstream International Airlines,K
GUL, GULL-AIR,Gull Air,K
GUM, GUM AIR,Gum Air,Suriname
GDH, RISING SUN,Guneydogu Havacilik Isletmesi,Turkey
GWN, GWYN,Gwyn Aviation,EG
GAC, DREAM TEAM,GlobeAir,Austria
GUY, GREEN BIRD,Air Guyane Express,French Guyana
HTB, HELIX-CRAFT,Helix-Craft Aviation,Panama
HCK, HELI-CHARTER,Heli-Charter,EG
MML, TRANS MONGOLIA,Hunnu Air,ZM
HAY, HAMBURG AIRWAYS,Hamburg Airways,ED
HSN, H.S.AVIATION,H.S.AVIATION CO. LTD.,Thailand
HRN, HERONAIR,Heron Luftfahrt,ED
HYP, HYPERION,Hyperion Aviation,Malta
HFM, MOONRAKER,Hi Fly Malta,Malta
HOP, AIR HOP,Hop!,LF
HLA, HEAVYLIFT,HC Airlines,EG
HWD, FLITEWISE,HPM Investments,EG
KTR, COPTER TRANS,HT Helikoptertransport,Sweden
AHT, HELIAPRA,HTA Helicopteros,Portugal
FMS, HADI,Hadison Aviation,K
HAG, HAGELAND,Hageland Aviation Services,K
POW, AIRNET,Hagondale Limited,EG
HHN, ROOSTER,Hahn Air,ED
CHH, HAINAN,Hainan Airlines,Z
HLS, ,Haiti Air Freight,Haiti
HAM, ,Haiti Ambassador Airlines,Haiti
HTI, HAITI INTERNATIONAL,Haiti International Air,Haiti
HRB, HAITI AIRLINE,Haiti International Airline,Haiti
HNR, HANAIR,Haiti National Airlines (HANA),Haiti
HTN, ,Haiti North Airline,Haiti
HTC, HAITI TRANSAIR,Haiti Trans Air,Haiti
HBC, HALISA,Haitian Aviation Line,Haiti
HAJ, HAJVAIRY,Hajvairy Airlines,Pakistan
HKL, HAK AIRLINE,Hak Air,Nigeria
HLH, HALA AIR,Hala Air,Sudan
HCV, CREOLE,Halcyonair,Cape Verde
HHI, HAMBURG JET,Hamburg International,ED
HJL, BIZJET,Hamlin Jet,EG
HMM, HAMRA,Hamra Air,United Arab Emirates
WVA, WABASH VALLEY,Hand D Aviation,K
HGR, HANG,Hangar 8,EG
HGD, HANGARD,Hangard Aviation,ZM
HAN, HANSUNG AIR,Hansung Airlines,Republic of Korea
HLX, YELLOW CAB,Hapag-Lloyd Express (TUIfly),ED
HLF, HAPAG LLOYD,Hapagfly,ED
HAR, HARBOR,Harbor Airlines,K
HMY, HARMONY,Harmony Airways,C
NBR, NORBROOK,Haughey Air,EG
PYN, POYSTON,Haverfordwest Air Charter Services,EG
HAV, HAVILAH,Havilah Air Services,Nigeria
HAL, HAWAIIAN,Hawaiian Airlines,K
HKR, AIR HAW,Hawk Air,Argentina
HMX, HAWK MEXICO,Hawk De Mexico,Mexico
HKI, HAWKEYE,Hawkaire,K
HZL, HAZELTON,Hazelton Airlines,Y
HVY, HEAVY CARGO,Heavylift Cargo Airlines,Y
HVL, HEAVYLIFT INTERNATIONAL,Heavylift International,United Arab Emirates
HDC, HELICATALUNA,Helcopteros De Cataluna,Spain
HCB, HELEN,Helenair (Barbados),Barbados
HCL, HELENCORP,Helenair Corporation,Saint Lucia
HHP, HELENIA,Helenia Helicopter Service,Denmark
HLR, HELI BULGARIA,Heli Air Services,Bulgaria
ALJ, ALPIN HELI,Heli Ambulance Team,Austria
HEB, HELIBERNINA,Heli Bernina,Switzerland
HFR, HELIFRANCE,Heli France,LF
HYH, HELIHUNGARY,Heli Hungary,Hungary
HLM, HELIMIDWEST,Heli Medwest De Mexico,Mexico
HLI, HELI SAINT-TROPEZ,Heli Securite,LF
HTP, HELI TRIP,Heli Trip,Mexico
HLU, HELI UNION,Heli Union Heli Prestations,LF
MCM, HELI AIR,Heli-Air-Monaco,Monaco
HHE, HELI HOLLAND,Heli-Holland,EH
HRA, ERICA,Heli-Iberica,Spain
HIF, HIFSA,Heli-Iberica Fotogrametria,Spain
HIG, INTER GUYANNE,Heli-Inter Guyane,LF
HLK, HELI-LINK,Heli-Link,Switzerland
HMC, HELIAMERICA,Heliamerica De Mexico,Mexico
HEA, HELIAVIA,Heliavia-Transporte Aéreo,Portugal
CDY, CADDY,Heliaviation Limited,EG
HIB, HELIBRAVO,Helibravo Aviacao,Portugal
HLC, HELICAP,Helicap,LF
COV, HELICENTRE,Helicentre Coventry,EG
HEL, HELICOL,Helicol,Colombia
HCP, HELI CZECH,Helicopter,LK
JKY, JOCKEY,Helicopter & Aviation Services,EG
MVK, MAVRIK,Helicopter Training & Hire,EG
HAP, HELIPERSONAL,Helicopteros Aero Personal,Mexico
HAA, AGROFORESTAL,Helicopteros Agroforestal,Chile
HNT, HELICOP INTER,Helicopteros Internacionales,Mexico
HEN, HELINAC,Helicópteros Y Vehículos Nacionales Aéreos,Mexico
HHH, HELICSA,Helicsa,Spain
JBA, HELIJET,Helijet,C
HDR, HELIDRIFT,Helikopterdrift,Norway
SCO, SWEDCOPTER,Helikopterservice Euro Air,Sweden
OCE, HELIOCEAN,Heliocean,LF
HCY, HELIOS,Helios Airways,Cyprus
HLP, HELIPISTAS,Helipistas,Spain
HPL, HELIPORTUGAL,Heliportugal,Portugal
HEC, HELICAMPECHE,Heliservicio Campeche,Mexico
HSU, HELIS,Helisul,Portugal
HSI, HELISWISS,Heliswiss,Switzerland
HLT, HELITAFE,Helitafe,Mexico
HIT, HELITALIA,Helitalia,Italy
OFA, OFAVI,Helitaxi Ofavi,Mexico
HLT, HELITOURS,Helitours,Sri Lanka
HTA, SCANBIRD,Helitrans,Norway
HTS, HELITRANS,Helitrans Air Service,K
HLW, HELIWORKS,Heliworks,Chile
HEJ, HELLAS JET,Hellas Jet,Greece
FHE, FLYHELLO,Hello,Switzerland
HLG, HELOG,Helog,Switzerland
OAW, HELVETIC,Helvetic Airways,Switzerland
HMS, HEMUS AIR,Hemus Air,Bulgaria
HAC, ,Henebury Aviation,Y
SSH, SNOWSHOE,Heritage Flight (Valley Air Services),K
MRX, SPEEDMARK,Herman's Markair Express,K
HED, FLAPJACK,Heritage Aviation Developments,EG
ALX, ALLCONGO,Hewa Bora Airways,Democratic Republic of the Congo
HER, HEX AIRLINE,Hex'Air,LF
HHS, HIJET,Hi-Jet Helicopter Services,Suriname
HFY, SKY FLYER,Hi Fly,Portugal
HLB, HIGH-LINE,High-Line Airways,C
HWY, HIWAY,Highland Airways,EG
HIM, HIMALAYA,Himalaya Airlines,Nepal
HSH, HASA,Hispánica de Aviación,Spain
HIS, HISPANIOLA,Hispaniola Airways,Dominican Republic
VMS, VICTOR MIKE[27],His Majesty King Maha Vajiralongkorn,Thailand
HGA, HOGAN AIR,Hogan Air,K
NTH, NORTH AIR,Hokkaido Air System,Japan
ABH, ,Hokuriki-Koukuu Company,Japan
HOA, HOLA,Hola Airlines,Spain
HIN, HOLDING GROUP,Holding International Group,Mexico
HOL, HOLIDAY,Holiday Airlines (US Airline),K
HCC, CZECH HOLIDAYS,Holidays Czech Airlines,LK
HTR, HOLSTEN,Holstenair Lubeck,ED
HMV, HOMAC,Homac Aviation,Luxembourg
HAS, HONDURAS AIR,Honduras Airlines,Honduras
CRK, BAUHINIA,Hong Kong Airlines,Hong Kong
HKC, MASCOT,Hong Kong Air Cargo,Hong Kong
HKE, HONGKONG SHUTTLE,Hong Kong Express Airways,Hong Kong
HTU, HONGLAND,Hongtu Airlines,Z
HEX, HONIARA CARGO,Honiara Cargo Express,Solomon Islands
HPJ, HOPA-JET,Hop-A-Jet,K
QXE, HORIZON AIR,Horizon Air,K
KOK, KOKO,Horizon Air Service,K
HSM, ALOFUKAIR,Horizon Air for Transport and Training,Libya
HOR, HORIZON,Horizon Air-Taxi,Switzerland
HZA, HORIZON,Horizon Airlines,Y
HPS, HORIZON PLUS,Horizon Plus,Bangladesh
HUD, HUD,Horizons Unlimited,K
HOZ, HORIZONTES AEREOS,Horizontes Aéreos,Mexico
HDI, DINAMICOS,Hoteles Dinamicos,Mexico
HHO, HOUSTON HELI,Houston Helicopters,K
GGV, GREGG AIR,Houston Jet Services,Austria
OZU, HOZAVIA,Hozu-Avia,Kazakhstan
HUB, HUB,Hub Airlines,K
HUS, HUESSLER,Huessler Air Service,K
GMH, HUGHES EXPRESS,Hughes Aircraft Company,K
WHR, WHIRLEYBIRD,Hummingbird Helicopter Service,K
HUV, SILVER EAGLE,Hunair Hungarian Airlines,Hungary
HUF, HUNGARIAN AIRFORCE,Hungarian Air Force,Hungary
HYA, HYACK,Hyack Air,C
HYC, HYDRO CARGO,Hydro Air Flight Operations,South Africa
HYD, HYDRO,Hydro-Québec,C
HKB, CLASSIC,Hawker Beechcraft,K
ETI, JETHAWK,H-Bird Aviation Services AB,Sweden
IJW, JET WEST,Interjet Inc.,K
IIC, ,Inter Island Air Charter,Bahamas
EXP, ISLAND EXPRESS,Island Air Express,K
IWL, ,Island Wings,Bahamas
KAR, IKAR,Ikar,Russian Federation
ICN, ,Iconair,Pakistan
IAC, INTERCHARTER,Interaviation Charter,Romania
IFM, ICOPTER,Ifly,Greece
ITC, ,International Air Carrier Association,Belgium
CSQ, CHASQUI,IBC Airways,K
IBL, CATOVAIR,IBL Aviation,Mauritius
BBL, BLUE,IBM Euroflight Operations,Switzerland
IPR, ICAR,Independent Carrier (ICAR),UK
CIC, AIR TRADER,ICC Canada,C
IDG, INDIGO,IDG Technology Air,LK
IFL, EIFEL,IFL Group,K
RDE, FLIGHT RED,II Lione Alato Arl,EG
IJM, JET MANAGEMENT,IJM International Jet Management,Austria
IKK, IKIAIR,IKI International Airlines,Japan
IKN, IKON,IKON FTO,ED
BLU, BLUENOSE,IMP Aviation Services,C
XGG, ,IMP Group Aviation Services,C
IPA, IPEC,IPEC Aviation,Y
IPM, SHIPEX,IPM Europe,EG
LVB, SILVERBIRD,IRS Airlines,Nigeria
ISD, ISDAVIA,ISD Avia,UK
FDF, ,IVV Femida,U
IBE, IBERIA,Iberia Airlines,Spain
IBS, IBEREXPRESS,Iberia Express,Spain
IBR, IBERTOUR,Ibertour Servicios Aéreos,Spain
IBT, IBERTRANS,Ibertrans Aérea,Spain
IWD, IBERWORLD,Iberworld,Spain
IBX, IBEX,Ibex Airlines,Japan
IBC, IBICENCA,Ibicenca Air,Spain
AKI, ,Ibk-Petra,Sudan
RAC, TUZLA AIR,Icar Air,Bosnia and Herzegovina
FRC, FRANCHE COMPTE,Icare Franche Compte,LF
IBK, NORTRANS,Norwegian Air International (Norway),Norway
ICD, ICARO,Icaro Air,Ecuador
ICA, ICARFLY,Icaro,Italy
IUS, ICARUS,Icarus,Italy
ICJ, ICEJET,Icejet,Iceland
ICE, ICEAIR,Icelandair,Iceland
ICG, ICELAND COAST,Icelandic Coast Guard,Iceland
IKR, IKAROS,Ikaros DK,Denmark
CIO, CIOCCO,Il Ciocco International Travel Service,Italy
ILV, ILAVIA,Il-Avia,U
IDL, ILDEFONSO,Ildefonso Redriguez,Mexico
IAR, ILIAMNA AIR,Iliamna Air Taxi,K
ILP, ,Ilpo Aruba Cargo,Aruba
ILL, ILYICHAVIA,Ilyich-Avia,UK
IMR, IMAER,Imaer,Portugal
ITX, IMPROTEX,Imair Airlines,Azerbaijan
PNX, PHOENIX,Imperial Airways,K
IMT, IMTREC,Imtrec Aviation,Cambodia
IDE, INDEPENDENCE AIR,Independence Air,K
IDP, INDEPENDENT,Independent Air Freighters,Y
IGO, IFLY,IndiGo Airlines,India
IIL, INDIA INTER,India International Airways,India
IFC, INDIAN AIRFORCE,Indian Air Force,India
IAC, INDAIR,Indian Airlines,India
IDR, INDICATOR,Indicator Company,Hungary
IBU, INDIGO BLUE,Indigo Airlines,K
IDA, INTRA,Indonesia Air Transport,Indonesia
AWQ, WAGON AIR,Indonesia AirAsia,Indonesia
IAA, INDO LINES,Indonesian Airlines,Indonesia
IPN, NUSANTARA,Industri Pesawat Terbang Nusantara,Indonesia
ITN, TITANLUX,Industrias Titan,Spain
FFI, INFINIT,Infinit Air,Spain
IMX, ZIMEX,Zimex Aviation,Switzerland
INS, ,Inflite The Jet Centre,EG
IVA, INNOTECH,Innotech Aviation,C
INC, INSELAIR,Insel Air International,Netherlands Antilles
ICC, CARTO,Institut Cartogràfic de Catalunya,Spain
INT, INTAIRCO,Intair,C
INL, INTAL AVIA,Intal Avia,Kyrgyzstan
FFL, ,Intavia Limited,EG
XRA, INTENSIVE,Intensive Air,South Africa
ITW, INTER WINGS,Inter Air,Bulgaria
INX, INTER-EURO,Inter Express,Turkey
IIN, ,Inter Island Airways,Cape Verde
CAR, QUEBEC ROMEO,Inter RCA,Central African Republic
NTT, INTER-TROPIC,Inter Tropic Airlines,Sierra Leone
TCU, TROPAIR,Inter Tropical Aviation,Suriname
ITA, CAFEX,Inter-Air,K
ICN, INTER-CANADIAN,Inter-Canadian,C
UGL, UGLY VAN,Inter-Island Air,K
IMA, INTER-MOUNTAIN,Inter-Mountain Airways,K
ITS, INTER-STATE,Inter-State Aviation,K
ILN, INLINE,Interair South Africa,South Africa
NTE, INTERMEX,Interaire,Mexico
SUW, ASTAIR,Interavia Airlines,U
IVT, INTERAVIA,Interaviatrans,UK
ICT, CONTAVIA,Intercontinental de Aviación,Colombia
ICP, CHOPER,Intercopters,Spain
IFT, INTERFLIGHT,Interflight,EG
IJT, ,Interflight (Learjet),EG
RFL, INFLY,Interfly,Italy
IFF, INTERFREIGHT,Interfreight Forwarding,Sudan
IGN, DIVINE AIR,Interguide Air,Nigeria
ISN, TRI-BIRD,Interisland Airlines,Philippines
IWY, ISLANDWAYS,Interisland Airways Limited,Turks and Caicos Islands
AIJ, ABC AEROLINEAS,Interjet,Mexico
IHE, INTERCOPTER,Interjet Helicopters,Greece
ITK, INTERLINK,Interlink Airlines,South Africa
IAK, AIR CARGO EGYPT,International Air Cargo Corporation,Egypt
EXX, EXPRESS INTERNATIONAL,International Air Corporation,K
NCC, STARFLEET,T3 Aviation Inc.,K
IAX, INTERAIR SERVICES,International Air Services,Liberia
IBZ, INTERBIZ,International Business Air,Sweden
IBY, CENTRAL STAGE,International Business Aircraft,K
ICS, INTERSERVI,International Charter Services,Mexico
ICX, INTEX,International Charter Xpress,K
RED, RED CROSS,International Committee of the Red Cross,Switzerland
IIG, ALDAWLYH AIR,International Company for Transport Trade and Public Works,Libya
IFX, IFTA,International Flight Training Academy,K
IJA, I-JET,International Jet Aviation Services,K
HSP, HOSPITAL,International Jet Charter,K
RSQ, SKYMEDIC,International SOS WIndhoek,Namibia
ISF, ,International Stabilisation Assistance Force,EG
THN, ATHENA,International Security Assistance Force,C
ITH, INTRANS NIGERIA,International Trans-Air,Nigeria
IPT, INTERPORT,Interport Corporation,K
IKY, GENERAL SKY,Intersky Bulgary,Bulgaria
ISK, INTERSKY,Intersky,Austria
FWA, FREEWAYAIR,Interstate Airlines,EH
ITU, INTERLOS,Intervuelos,Mexico
INV, INVER,Inversija,Latvia
IND, IONA,Iona National Airways,Ireland
IOA, IOWA AIR,Iowa Airways,K
IRA, IRANAIR,Iran Air,Iran
IRC, ASEMAN,Iran Aseman Airlines,Iran
IRB, ,Iranair Tours,Iran
IRG, NAFT,Iranian Naft Airlines,Iran
IAW, IRAQI,Iraqi Airways,Iraq
BIS, IRBIS,Irbis Air,Kazakhstan
IRL, IRISH,Irish Air Corps,Ireland
RDK, IRISH TRANS,Irish Air Transport,Ireland
XMR, AUTHORITY,Irish Aviation Authority,Ireland
MZA, IRTYSH AIRLINES,Irtysh Air,Kazakhstan
KCE, KACEY,Irving Oil,C
ISI, ISLANDMEX,Island Air,Mexico
ILF, ISLAND FLIGHT,Island Air Charters,K
XYZ, RAINBIRD,Island Air Express,K
ISA, ,Island Airlines,K
SOY, SORIANO,Island Aviation,Philippines
DQA, ,Island Aviation Services,Maldives
IOM, ISLE AVIA,Island Aviation and Travel,EG
SDY, SANDY ISLE,Island Express,K
MTP, METROCOPTER,Island Helicopters,K
ILC, ,ILAS Air,Japan
IAJ, JARLAND,Islandair Jersey,EG
ICB, ICEBIRD,Icebird Airline,Iceland
ISW, PINTADERA,Islas Airways,Spain
IGS, ISLA GRANDE,Isle Grande Flying School,K
ISV, ,Islena De Inversiones,Honduras
IOS, SCILLONIA,Isles of Scilly Skybus,EG
IAI, ISRAEL AIRCRAFT,Israel Aircraft Industries,LL
IAF, ,Israeli Air Force,LL
ISR, ISRAIR,Israir,LL
IST, ISTANBUL,Istanbul Airlines,Turkey
ACL, SPADA,Itali Airlines,Italy
IFS, RIVIERA,Italy First,Italy
IKA, ITEK-AIR,Itek Air,Kyrgyzstan
IVS, IVOIRE AERO,Ivoire Aero Services,Ivory Coast
IVW, IVOIRAIRWAYS,Ivoire Airways,Ivory Coast
IJE, IVOIRE JET,Ivoire Jet Express,Ivory Coast
OIC, ,Iwamoto Crane Co Ltd,Japan
IXR, X-BIRD,Ixair,LF
IZM, IZMIR,Izair,Turkey
IZA, IZHAVIA,Izhavia,U
IMG, IMPERIAL AIRLINES,Imperial Cargo Airlines,Ghana
KCH, CAM AIR,KC International Airlines,Cambodia
KCR, KOLOB,Kolob Canyons Air Services,K
KHK, SUNRAY,Kharkiv Airlines,UK
KGZ, BERMET,Kyrgyz Airlines,Kyrgyzstan
KDC, KAY DEE,K D Air Corporation,C
KSA, SKY CAMEL,K S Avia,Latvia
KMI, KAY-MILE AIR,K-Mile Air,Thailand
KLS, KALSTAR,Kalstar Aviation,Indonesia
KNI, KALININGRAD AIR,KD Avia,U
KLC, CITY,KLM Cityhopper,EH
KLH, KLM HELI,KLM Helicopter,EH
KLM, KLM,KLM,EH
QNK, KABO,Kabo Air,Nigeria
KMC, KAHAMA,Kahama Mining Corporation,Tanzania
KAI, KAISER,Kaiser Air,K
CKS, CONNIE,Kalitta Air,K
KFS, KALITTA,Kalitta Charters,K
KII, DRAGSTER,Kalitta Charters II,K
KES, KALLAT EL SKER,Kallat El Saker Air Company,Libya
KMF, KAMGAR,Kam Air,Afghanistan
KMP, KAMPUCHEA,Kampuchea Airlines,Cambodia
KIZ, ,Kanaf-Arkia Airlines,LL
KHE, KANFEY HAEMEK,Kanfey Ha'emek Aviation,LL
KSU, K-STATE,Kansas State University,K
AKT, AVIAKARAT,Karat,U
KRB, KARIBU AIR,Karibu Airways Company,Tanzania
KLG, KARLOG,Karlog Air Charter,Denmark
KAJ, KARTHAGO,Karthago Airlines,Tunisia
KAE, KARTIKA,Kartika Airlines,Indonesia
KTV, KATAVIA,Kata Transportation,Sudan
KTK, KATEKAVIA,Katekavia,U
KAT, KATO-AIR,Kato Airline,Norway
MVD, AIR MINVODY,Kavminvodyavia,U
XKA, ,Kavouras Inc,K
KRN, ANTOL,Kaz Agros Avia,Kazakhstan
KAW, KAZWEST,Kaz Air West,Kazakhstan
KAO, KAZAVAIA,Kazan Aviation Production Association,U
KPH, KAMA,Kazan Helicopters,U
KKA, KAKAIR,Kazavia,Kazakhstan
KZR, SPAKAZ,Air Astana,Kazakhstan
KZS, ASTANALINE,Kazaviaspas,Kazakhstan
JFK, KEENAIR,Keenair Charter -,EG
KLX, KELIX,Kelix Air,Nigeria
FKL, KELNER,Kelner Airways,C
KFA, FLIGHTCRAFT,Kelowna Flightcraft Air Charter,C
KDA, KENDELL,Kendell Airlines,Y
KEN, KENMORE,Kenmore Air,K
KBA, BOREK AIR,Kenn Borek Air,C
KAH, DEKAIR,Kent Aviation,C
KQA, HK,HK Airways,HK
KVS, KEVIS,Kevis,Kazakhstan
KEY, KEY AIR,Key Airlines,K
LYM, KEY LIME,Key Lime Air,K
FTP, FOOTPRINT,Keystone Aerial Surveys,K
KEE, KEYSTONE,Keystone Air Service,C
KZW, KHALIFA AIR,Khalifa Airways,Algeria
WKH, WEST-KHARKOV,Kharkov Aircraft Manufacturing Company,UK
KHR, KHAZAR,Khazar,UT
KHP, PHOTROS AIR,Khoezestan Photros Air Lines,Iran
KRV, KHORIV-AVIA,Khoriv-Avia,UK
KHO, AIRCOMPANY KHORS,Khors Aircompany,UK
KHY, KHYBER,Khyber Afghan Airlines,Afghanistan
UAK, AVIATION PLANT,Kiev Aviation Plant,UK
KNG, KING,King Aviation,EG
BEZ, SEA BREEZE,Kingfisher Air Services,K
KFR, KINGFISHER,Kingfisher Airlines,India
KNX, KNIGHT FLIGHT,Knighthawk Air Express,C
KAS, KINGSTON AIR,Kingston Air Services,C
KIP, KINNARPS,Kinnarps,Sweden
KNS, KINSHASA AIRWAYS,Kinshasa Airways,Democratic Republic of the Congo
KTA, VYATKA-AVIA,Kirov Air Enterprise,U
IRK, KISHAIR,Kish Air,Iran
KHA, AIR KITTYHAWK,Kitty Hawk Aircargo,K
KHC, CARGO HAWK,Kitty Hawk Airways,K
KIA, KIWI AIR,Kiwi International Air Lines,K
KRA, REGIONAL,Kiwi Regional Airlines,New Zealand
KNA, KNIGHTAIR,Knight Air,C
KHX, RIZZ,Knighthawk Express,K
KGT, KNIGHT-LINER,Knights Airlines,Nigeria
KOA, KOANDA,Koanda Avacion,Spain
OYE, KODA AIR,Koda International,Nigeria
KGL, KOGALYM,Kogalymavia Air Company,U
KOM, COMJET,Kom Activity,EH
KMA, KOMI AVIA,Komiaviatrans State Air Enterprise,U
KMV, KOMIINTER,Komiinteravia,U
KNM, KNAAPO,Komsomolsk-on-Amur Air Enterprise,U
KOB, AUTOFLEX,Koob-Corp - 96 KFT,Hungary
KAL, KOREANAIR,Korean Air,South Korea
KMG, KOSMAS CARGO,Kosmas Air,Serbia
KSM, KOSMOS,Kosmos,U
KOS, KOSOVA,Kosova Airlines,Serbia
WOK, WOKAIR,Kovar Air,LK
KJC, KRASNOJARSKY AIR,Krasnojarsky Airlines,U
KFC, KREMENCHUK,Kremenchuk Flight College,UK
KRG, AVIAMONTAG,Krimaviamontag,UK
KRO, KROONK,Kroonk Air Agency,UK
KRI, Krylo,Krylo Airlines,U
KYM, CRIMEA AIR,Krym,UK
OPC, OPTIC,Krystel Air Charter,EG
KIL, AIR KUBAN,Kuban Airlines,U
KPA, KUNPENG,Kunpeng Airlines,Z
KZA, ,Kurzemes Avio,U
KBV, SWECOAST,Kustbevakningen,Sweden
KAC, KUWAITI,Kuwait Airways,Kuwait
KZU, KUZU CARGO,Kuzu Airlines Cargo,Turkey
QVR, PEGASO,Kvadro Aero,Kyrgyzstan
KWN, KWENA,Kwena Air,South Africa
KGZ, BERMET,Kyrgyz Airlines,Kyrgyzstan
KTC, DINARA,Kyrgyz Trans Avia,Kyrgyzstan
LYN, ALTYN AVIA,Kyrgyzstan,Kyrgyzstan
KGA, KYRGYZ,Kyrgyzstan Airlines,Kyrgyzstan
DAM, FLIGHT RESCUE,Kyrgyzstan Department of Aviation,Kyrgyzstan
KGB, KEMIN,Kyrgz General Aviation,Kyrgyzstan
KEW, BLIZZARD,Keewatin Air,C
AOE, LIVINGSTONE AIR,Livingstone Executive,Italy
LZF, SKYLEASE,Lease Fly,Portugal
LBR, ,Lepl Project Limited (Air Costa),India
LHB, FAMILY,Liebherr Geschaeftreiseflugzeug,ED
LLD, ,Lloyd Aviation,Venezuela
LGA, LOGAIR,Logistic Air,Malaysia
LGC, LEGACY AIR,Legacy Air,Thailand
JKA, JACKET,LeTourneau University,K
LTY, SKYDECK,Liberty Air,EH
LWL, CUB DRIVER,Lowlevel,Portugal
LAX, ,Laminar Air,Spain
LWA, LIBYAN WINGS,Libyan Wings,Libya
LCT, TAR,TAR Aerolineas,Mexico
LYB, HIGHLANDS,Lynden Air Cargo,Papua New Guinea
LAH, STAR SHIP,L A Helicopter,K
LJY, ELJAY,L J Aviation,K
LRB, LADY RACINE,L R Airlines,LK
PHO, PHOTOFLIGHT,L&L Flygbildteknik,Sweden
LEX, LEX,L'Express Airlines,K
FNT, FLIGHT INTERNATIONAL,L-3 Communications Flight International Aviation,K
LAB, LAB,L.A.B. Flying Service,K
LRC, LACSA,LACSA,Costa Rica
LDE, LADE,LADE - Líneas Aéreas Del Estado,Argentina
BNX, AIR BARINAS,LAI - Línea Aérea IAACA,Venezuela
LAN, LAN CHILE,LATAM Chile,Chile
DSM, LAN AR,LATAM Argentina,Argentina
LCO, LAN CARGO,LATAM Cargo Chile,Chile
ARE, LAN COLOMBIA,LATAM Colombia,Colombia
LAP, PARAGUAYA,LATAM Paraguay,Paraguay
LNC, LANCANA,LAN Dominicana,Dominican Republic
LXP, LANEX,LATAM Express,Chile
LPE, LANPERU,LATAM Peru,Peru
LSA, INTERNACIONAL,LANSA,Dominican Republic
APT, LAP,LAP Colombia - Líneas Aéreas Petroleras S.A.,Colombia
OTN, LASTP,LASTP,São Tomé and Príncipe
LCB, BUSRE,LC Busre,Peru
LOT, POLLOT,LOT Polish Airlines,Poland
JKA, JACKET,LeTourneau University,K
LTE, FUN JET,LTE International Airways,Spain
LTO, BILLA TRANSPORT,LTU Austria,Austria
LTU, LTU,LTU International,ED
JFC, JET-FLEET,LTV Jet Fleet Corporation,K
LUK, LUKOIL,LUKoil-Avia,U
ASK, AIR SASK,La Ronge Aviation Services,C
LVT, TAXIVALENCIANA,La Valenciana Taxi Aéreo,Mexico
SKQ, SKYLAB,Labcorp,K
LAL, LAB AIR,Labrador Airways,C
JEV, ,Lagun Air,Spain
HCA, HAVASU,Lake Havasu Air Service,K
LKL, LAKELAND,Lakeland Aviation,K
LKR, LAKER,Laker Airways,K
LBH, LAKER BAHAMAS,Laker Airways (Bahamas),K
LMR, LAMAIR,Lamra,Sudan
TCR, TICOS,Lanaes Aereas Trans Costa Rica,Costa Rica
ISL, ISLANDIA,Landsflug,Iceland
PAP, PROFLIGHT,Langtry Flying Group,EG
LKN, Lankair,Lankair,Sri Lanka
RLN, AERO LANKA,Lankan Cargo,Sri Lanka
LZA, AEROLANZA,Lanza Air,Spain
LZT, BARAKA,Lanzarote Aerocargo,Spain
LLL, LAVIE,Lao Skyway,Lao People's Democratic Republic
LAO, LAO,Lao Airlines,Lao People's Democratic Republic
LKA, NAKLAO,Lao Capricorn Air,Lao People's Democratic Republic
LPN, LAOAG AIR,Laoag International Airlines,Philippines
LRD, LAREDO AIR,Laredo Air,K
LTC, LATCHARTER,LatCharter,Latvia
LAF, LATVIAN AIRFORCE,Latvian Air Force,Latvia
LDA, LAUDA AIR,Lauda Air,Austria
LDM, LAUDA MOTION,LaudaMotion,Austria
LDI, LAUDA ITALY,Lauda Air Italy,Italy
LEP, LAUGHLIN EXPRESS,Laughlin Express,K
LSU, LAUS AIR,Laus,Croatia
LAR, LAWRENCE,Lawrence Aviation,K
